설명,타깃,split,n_train,n_test,train_mean_price,RMSE,MAE,R2
"날짜순 정렬 후 앞 80%/뒤 20% 기준, 평가용 전부를 훈련용 price 평균값으로 찍었을 때의 성능",price,날짜순 정렬 후 앞 80%/뒤 20%,16084,4022,464387.68,195256.84,158505.53,-0.004901
