설명,타깃,split,n_train,n_test,train_mean_price,RMSE,MAE,R2
"8:2 랜덤 (random_state=42) 기준, 평가용 전부를 훈련용 price 평균값으로 찍었을 때의 성능",price,8:2 랜덤 (random_state=42),16084,4022,467841.9,195080.21,160757.16,-0.000347
